0,1,2,3,4
mei(2)yh217,FBgn0069130,3L,15509061,15509513
mei(2)yh15,FBgn0069131,3L,15509061,15509513
mei(2)yh149,FBgn0069132,3L,15509061,15509513
mde,FBgn0069133,3L,15509061,15509513
mcl(3)Z6259,FBgn0069134,3L,15509061,15509513
mcl(3)Z6257,FBgn0069135,3L,15509061,15509513
mcl(3)Z6256,FBgn0069136,3L,15509061,15509513
mcl(3)Z5860,FBgn0069137,3L,15509061,15509513
mcl(3)Z5839,FBgn0069138,3L,15509061,15509513
mcl(3)Z5578,FBgn0069139,3L,15509061,15509513
mcl(3)Z5502,FBgn0069140,3L,15509061,15509513
mcl(3)Z5468,FBgn0069141,3L,15509061,15509513
mcl(3)Z5121,FBgn0069142,3L,15509061,15509513
mcl(3)Z4617,FBgn0069143,3L,15509061,15509513
mcl(3)Z4141,FBgn0069144,3L,15509061,15509513
mcl(3)Z4085,FBgn0069145,3L,15509061,15509513
mcl(3)Z3946,FBgn0069146,3L,15509061,15509513
mcl(3)Z3822,FBgn0069147,3L,15509061,15509513
CG5681,FBgn0032658,2L,17986399,17988619
CG45079,FBgn0266454,3R,17124477,17124786
Gr66a,FBgn0035870,3L,8305336,8306980
Eaat2,FBgn0026438,2L,737212,744395
tko,FBgn0003714,X,2442313,2443976
mcl(3)Z3808,FBgn0069148,X,2442313,2443976
Vm26Aa,FBgn0003979,2L,5959596,5960340
sano,FBgn0034408,2R,18878391,18959500
CG10996,FBgn0030525,X,13796389,13797638
Sur,FBgn0028675,2L,10182557,10199117
salm,FBgn0261648,2L,11434311,11445614
CG42246,FBgn0259098,X,7411267,7411906
Rab3-GEF,FBgn0030613,X,15089682,15113762
Psn,FBgn0284421,3L,20432468,20435156
CG34456,FBgn0085485,3L,9362108,9362734
CG34457,FBgn0085486,2R,16670326,16671836
CG9308,FBgn0034681,2R,22034844,22035666
CG13843,FBgn0038993,3R,22609485,22610715
mir-4953,FBgn0263513,3R,22774140,22774232
Cad88C,FBgn0038247,3R,14630478,14641776
CG31099,FBgn0051099,3R,25309429,25310943
Sfp24F,FBgn0259958,2L,4441429,4442060
Elp3,FBgn0031604,2L,4444732,4446765
Ttd11,FBgn0259945,2L,4444732,4446765
CG14054,FBgn0029596,X,2065273,2066359
CG34193,FBgn0085222,2R,17508995,17511394
Ttd12,FBgn0259946,2R,17508995,17511394
CG33233,FBgn0053233,3L,2659639,2661501
CG9890,FBgn0034814,2R,23062747,23064260
Cyp6a9,FBgn0013771,2R,14879356,14881372
CG10274,FBgn0035690,3L,6178677,6181829
CG4045,FBgn0025629,X,2074795,2075900
CG7900,FBgn0037548,3R,8094124,8105083
Sap130,FBgn0262714,3L,12805902,12813036
Su(P),FBgn0004465,3L,16610662,16612199
mei-9,FBgn0002707,X,4314230,4318801
mu2,FBgn0002872,3L,1942734,1947475
Jra,FBgn0001291,2R,10096480,10098556
CG13895,FBgn0035158,3L,705948,708205
CG42272,FBgn0259167,3L,5803033,5805749
Mulk,FBgn0260750,2L,10270051,10271465
Ir94e,FBgn0259194,3R,23405509,23407402
Ir7e,FBgn0259189,X,7879800,7881679
Ir7d,FBgn0259190,X,7876963,7878836
Ir94d,FBgn0259193,3R,23402808,23405139
CG42299,FBgn0259195,X,15574947,15575683
Tsp66A,FBgn0035786,3L,7465509,7468808
p53,FBgn0039044,3R,23049657,23054082
Obp57d,FBgn0043536,2R,20548368,20550117
CCKLR-17D1,FBgn0259231,X,18707494,18726572
CG3700,FBgn0034796,2R,22894435,22895745
Atx-1,FBgn0029907,X,6823204,6824203
CG14077,FBgn0036830,3L,18908260,18914150
unc79,FBgn0038693,3R,19230764,19246130
Papss,FBgn0020389,3L,19845293,19860925
CG42375,FBgn0259721,3R,13779624,13780795
CG42339,FBgn0259241,X,10967722,11039901
CG3262,FBgn0032986,2L,22239916,22246988
CG31609,FBgn0051609,2L,9097563,9098175
Snx6,FBgn0032005,2L,8218071,8220741
CG33169,FBgn0053169,3L,22863864,22864496
Tif-IA,FBgn0032988,2L,22249876,22258260
CG8509,FBgn0030696,X,15809555,15810947
CG17601,FBgn0031197,X,22547097,22548056
CG42357,FBgn0259703,3L,2020554,2021958
CG44242,FBgn0265177,2R,16196384,16196928
CG42369,FBgn0259715,2L,6395853,6397249
CG6893,FBgn0036807,3L,18694187,18695648
CG32201,FBgn0052201,3L,18609620,18611862
Ste:CG33241,FBgn0053241,X,14054357,14055080
CG12426,FBgn0039552,3R,27871501,27872390
CG42514,FBgn0260388,3L,16491838,16496236
yellow-g2,FBgn0035328,3L,2276550,2278038
CG42379,FBgn0259725,2R,21667541,21669916
CG42383,FBgn0259729,2R,24423926,24425102
CG18231,FBgn0036796,3L,18607462,18609512
nht,FBgn0041103,2L,15317954,15318901
CG42390,FBgn0259736,3R,22120061,22133367
CG4565,FBgn0037841,3R,10852724,10853644
CG4557,FBgn0029912,X,6844341,6847847
CG31262,FBgn0051262,3R,17217116,17223074
CG2962,FBgn0030186,X,10214858,10216642
snk,FBgn0003450,3R,13040165,13042770
CG10587,FBgn0037039,3L,20961537,20962555
CG33286,FBgn0053286,3L,20970812,20974700
CG31178,FBgn0064912,3R,21873739,21874922
CG31265,FBgn0051265,3R,17128212,17129120
CG7634,FBgn0037101,3L,21565426,21567785
CG9616,FBgn0038214,3R,14244804,14245471
CG17477,FBgn0038479,3R,17126088,17126938
CG31267,FBgn0051267,3R,17134197,17135283
CG31269,FBgn0051269,3R,17127126,17128201
CG9911,FBgn0030734,X,16293853,16297718
Ste:CG33237,FBgn0053237,X,14059434,14060157
Ste:CG33238,FBgn0053238,X,14058164,14058889
Ste:CG33240,FBgn0053240,X,14055626,14056349
CG9631,FBgn0027563,3R,14225098,14226762
CG5246,FBgn0038484,3R,17136111,17137195
Ste:CG33242,FBgn0053242,X,14053087,14053811
Ste:CG33243,FBgn0053243,X,14051818,14052541
Ste:CG33244,FBgn0053244,X,14050549,14051272
Ste:CG33245,FBgn0053245,X,14049280,14050003
Ste:CG33246,FBgn0053246,X,14048011,14048734
Ste:CG33247,FBgn0053247,X,14046772,14047495
CG32407,FBgn0052407,3L,5922055,5923567
CG32069,FBgn0052069,3L,11062131,11062614
dup,FBgn0000996,2R,15376619,15380988
CG5909,FBgn0039495,3R,27161158,27162911
BG00472,FBgn0263944,3R,27161158,27162911
ms(3)Z3741,FBgn0259751,3R,27161158,27162911
ms(3)Z2203,FBgn0259752,3R,27161158,27162911
ms(2)Fra-4,FBgn0259753,3R,27161158,27162911
ms(2)Fra-15,FBgn0259754,3R,27161158,27162911
ms(2)Fra-38,FBgn0259755,3R,27161158,27162911
ms(2)Fra-1,FBgn0259756,3R,27161158,27162911
ms(2)Fra-39,FBgn0259757,3R,27161158,27162911
ms(3)Z1190,FBgn0259758,3R,27161158,27162911
ms(3)Z5802,FBgn0259759,3R,27161158,27162911
ms(3)Z3-5231,FBgn0259760,3R,27161158,27162911
dolly-2,FBgn0259761,3R,27161158,27162911
l(2)914,FBgn0259787,3R,27161158,27162911
anon-A24,FBgn0259788,3R,27161158,27162911
sinah,FBgn0259794,3L,16859080,16860529
mcl(3)Z3426,FBgn0069149,3L,16859080,16860529
mcl(3)Z3401,FBgn0069150,3L,16859080,16860529
CG11095,FBgn0030528,X,13811684,13812870
v(2)k14204,FBgn0277434,X,13811684,13812870
sstn,FBgn0036476,3L,15090823,15094719
Pcyt1,FBgn0041342,3L,1546092,1553504
Mau2,FBgn0038300,3R,15209204,15211347
Pcyt2,FBgn0035231,3L,1553493,1555315
cep290,FBgn0035168,3L,843926,851080
B9d1,FBgn0038342,3R,15481906,15482904
B9d2,FBgn0261683,2L,6127872,6130651
Cdc7,FBgn0028360,X,6654541,6659709
reb,FBgn0033667,2R,11904323,11912779
FASN2,FBgn0042627,2L,3043947,3056143
BG00004,FBgn0263936,2L,3043947,3056143
BG00008,FBgn0263937,2L,3043947,3056143
BG00010,FBgn0263938,2L,3043947,3056143
CG33493,FBgn0053493,3L,10692530,10693167
CG42361,FBgn0259707,2R,24607673,24608788
CG5565,FBgn0031335,2L,1354911,1355924
oc,FBgn0004102,X,8630159,8650681
Cnot4,FBgn0051716,2L,10396716,10403206
alpha-PheRS,FBgn0030007,X,8143904,8145602
beta-PheRS,FBgn0039175,3R,24250460,24252679
Lrpprc2,FBgn0027794,X,1457175,1460617
Scgalpha,FBgn0032013,2L,8303429,8305376
SLIRP1,FBgn0064117,X,21317936,21319296
SLIRP2,FBgn0037602,3R,8651084,8651493
CG14274,FBgn0032023,2L,8338287,8342056
GCS1,FBgn0030289,X,11344506,11348001
GCS2alpha,FBgn0027588,X,21600502,21605264
GCS2beta,FBgn0032643,2L,17481988,17484307
alpha-Man-Ia,FBgn0259170,X,10266792,10325958
alpha-Man-Ic,FBgn0051202,3R,29928701,29930386
beta-Man,FBgn0037215,3R,4197206,4204572
pes,FBgn0031969,2L,7986786,7994184
Nha1,FBgn0031865,2L,6860905,6870389
CG12464,FBgn0033861,2R,13608673,13609178
CG34179,FBgn0085208,2L,6046651,6048706
simj,FBgn0010762,3L,10664739,10690734
nrv1,FBgn0015776,2L,6778555,6786861
CG13679,FBgn0035856,3L,8202792,8203345
CG7201,FBgn0035865,3L,8290286,8295327
gkt,FBgn0260817,2L,3159950,3162399
CR31953,FBgn0051953,2L,3162515,3163289
Hydr2,FBgn0014906,2L,3163645,3169462
DIP2,FBgn0024806,3L,250229,257954
l(1)G0469,FBgn0040153,X,14203961,14211457
CG17329,FBgn0028896,2L,16291284,16291948
CG1979,FBgn0026563,3R,7054586,7058671
CG1965,FBgn0037466,3R,7067401,7071624
CG40748,FBgn0085513,3R,7067401,7071624
Lkr,FBgn0035610,3L,5512421,5529341
CG12016,FBgn0035436,3L,3319555,3322489
Sk2,FBgn0052484,3L,3047087,3050159
ifm(2)RS11,FBgn0259827,3L,3047087,3050159
ifm(2)RS12,FBgn0259828,3L,3047087,3050159
CG1271,FBgn0035392,3L,3052514,3054906
ifm(2)RS9,FBgn0259825,3L,3052514,3054906
ifm(2)RS10,FBgn0259826,3L,3052514,3054906
ifm(2)RS13,FBgn0259829,3L,3052514,3054906
ifm(2)RS14,FBgn0259830,3L,3052514,3054906
CG14006,FBgn0031733,2L,5726415,5728811
CG11811,FBgn0036099,3L,10691024,10692598
CG18858,FBgn0042175,2L,20456847,20459075
Mad,FBgn0011648,2L,3146056,3159643
l(2)k02203,FBgn0284241,2L,3146056,3159643
CG13884,FBgn0035138,3L,365664,366437
CG42455,FBgn0259932,3L,9972312,9974023
CG4734,FBgn0033826,2R,13297202,13298467
MED24,FBgn0035851,3L,8191270,8196573
CG7387,FBgn0035852,3L,8191522,8193116
CG5157,FBgn0036575,3L,16136487,16137879
CG6999,FBgn0030085,X,9088367,9089314
CR43669,FBgn0263744,2L,16699921,16700825
Cam,FBgn0000253,2R,12259398,12278809
Ttd8,FBgn0259943,2R,12259398,12278809
ttd1,FBgn0259939,2R,12259398,12278809
ttd3,FBgn0259940,2R,12259398,12278809
ttd5,FBgn0259941,2R,12259398,12278809
Ttd7,FBgn0259942,2R,12259398,12278809
Ttd9,FBgn0259944,2R,12259398,12278809
CG31807,FBgn0051807,2L,16681819,16684008
CG33109,FBgn0053109,3R,14220560,14221584
Lim3,FBgn0002023,2L,19079256,19108427
CG11269,FBgn0034700,2R,22138895,22139295
GstD4,FBgn0010040,3R,12374100,12374824
CG44574,FBgn0265785,2L,5883741,5884345
peb,FBgn0003053,X,4617564,4627206
CG43185,FBgn0262814,2L,5884888,5885491
sisA,FBgn0003411,X,11321579,11322357
CG9029,FBgn0031746,2L,5886002,5886609
CG3356,FBgn0034989,2R,24197824,24202187
GstD5,FBgn0010041,3R,12375733,12376572
CG4115,FBgn0038017,3R,12360008,12363255
ems,FBgn0000576,3R,13901853,13904620
CG13101,FBgn0032084,2L,8977834,8984872
CG43293,FBgn0262985,3L,6185189,6185853
CG43120,FBgn0262580,3L,14381913,14383299
Rox8,FBgn0005649,3R,24043056,24048265
NijA,FBgn0036101,3L,10694360,10696877
CG30039,FBgn0050039,2R,12050977,12051755
CG6839,FBgn0036831,3L,18917581,18919259
swaPsi,FBgn0016974,X,6361496,6363310
Nep2,FBgn0027570,3R,4719458,4731878
CG43778,FBgn0264308,2L,13301814,13331121
CG12581,FBgn0037213,3R,4174632,4186751
CG42258,FBgn0259143,X,12463528,12478431
CG13912,FBgn0035186,3L,1189588,1190472
CG34402,FBgn0085431,3R,12386249,12402902
GluClalpha,FBgn0024963,3R,19730715,19775231
His-Psi:CR31616,FBgn0051616,2L,21404181,21404495
His-Psi:CR31615,FBgn0051615,2L,21404963,21405277
CG12680,FBgn0029740,X,4997441,4998388
His-Psi:CR31754,FBgn0051754,2L,21405668,21405970
CG33155,FBgn0053155,2R,13954195,13955664
GstD6,FBgn0010042,3R,12377128,12377907
tx,FBgn0263118,3R,26440778,26448991
pan,FBgn0085432,4,69326,114270
HP6,FBgn0031613,2L,4577719,4578218
RpS6,FBgn0261592,X,7899624,7901331
CG43066,FBgn0262476,2R,18514574,18526439
CG31683,FBgn0051683,2L,20447734,20449964
mus81,FBgn0040347,X,941075,943229
mRpL53,FBgn0050481,2R,13954195,13955664
CG9582,FBgn0032090,2L,9024320,9031836
AGO1,FBgn0262739,2R,13943387,13958089
Asx,FBgn0261823,2R,14503958,14512493
CR33222,FBgn0053222,X,7898438,7901302
Mppe,FBgn0259985,2R,12025614,12027707
CG31910,FBgn0051910,2L,6744663,6745622
GstD7,FBgn0010043,3R,12378500,12379255
Fur1,FBgn0004509,3R,25347431,25473058
Fst,FBgn0037724,3R,9644978,9646154
CG45076,FBgn0266446,3R,10768001,10777374
CR43670,FBgn0263745,2L,16700940,16703197
CG43668,FBgn0263743,2R,20791462,20792192
CG44243,FBgn0265178,2R,16197042,16199555
D19B,FBgn0022699,3L,6182176,6184920
CG2017,FBgn0037391,3R,5858083,5862405
CG31644,FBgn0051644,2L,5817890,5818443
CG6967,FBgn0034187,2R,17062775,17066546
PGRP-LC,FBgn0035976,3L,9338810,9348336
CG9568,FBgn0032087,2L,9010583,9011358
GstD8,FBgn0010044,3R,12380008,12380815
CR12628,FBgn0042701,2L,22226152,22226771
CG13102,FBgn0032088,2L,9012188,9014149
CG9492,FBgn0037726,3R,9651179,9674643
TTLL3A,FBgn0031854,2L,6736364,6740188
Trh,FBgn0035187,3L,1190384,1193173
CG8001,FBgn0035268,3L,1756159,1759208
CG42460,FBgn0259950,2L,3387882,3388496
CG43095,FBgn0262541,3R,22771156,22771770
CG31139,FBgn0051139,3R,22747690,22749056
CG42870,FBgn0262144,3R,21736933,21737364
CG42869,FBgn0262143,3R,21736513,21736849
Sfp93F,FBgn0261060,3R,21735909,21736296
TpnC41C,FBgn0013348,2R,5065237,5070210
stl,FBgn0086408,2R,22807860,22815993
CG6978,FBgn0029727,X,4784075,4786059
c(3)G,FBgn0000246,3R,15789473,15792579
CG11076,FBgn0039929,4,1029711,1031757
tal-2A,FBgn0259731,3R,13813109,13814648
chinmo,FBgn0086758,2L,1651258,1704682
tutl,FBgn0010473,2L,4283148,4323781
Hexim,FBgn0038251,3R,14659438,14661177
tal-3A,FBgn0259732,3R,13813109,13814648
tal-1A,FBgn0259730,3R,13813109,13814648
CG2871,FBgn0029725,X,4775984,4777375
CG2209,FBgn0030441,X,13022198,13022949
CG3704,FBgn0040346,X,939170,940805
CG32795,FBgn0040384,X,2782906,2790567
CR42532,FBgn0260437,2R,11866943,11867579
CG11149,FBgn0031732,2L,5718121,5720899
CG4627,FBgn0033808,2R,13214706,13215760
CG3420,FBgn0033100,2R,6756296,6757209
Tsp29Fa,FBgn0032074,2L,8933962,8936096
CG7130,FBgn0037151,3L,22075056,22075756
CG12069,FBgn0039796,3R,30693572,30695498
NO66,FBgn0266570,X,4319438,4321745
TK2,FBgn0260001,X,4319438,4321745
CG14406,FBgn0030595,X,14909873,14910845
CG9519,FBgn0030589,X,14854328,14856361
CG4951,FBgn0039563,3R,27952051,27954112
Cp38,FBgn0000360,X,8481837,8483311
TRAM,FBgn0040340,X,935232,937822
TfIIEbeta,FBgn0015829,3L,4287038,4288349
Dh31,FBgn0032048,2L,8491868,8506845
CG13898,FBgn0035161,3L,803427,804051
CG14435,FBgn0029911,X,6838174,6843921
CG31835,FBgn0051835,2L,14735843,14737067
CG32638,FBgn0052638,X,13122876,13128794
zetaCOP,FBgn0040512,3L,16671664,16673555
snoRNA:Me28S-A2113,FBgn0086039,2L,19008611,19008683
snoRNA:Me28S-G3277a,FBgn0063375,2R,17701447,17701523
snoRNA:Me28S-G3253,FBgn0086075,3L,9510720,9510807
snoRNA:Me28S-U2134b,FBgn0260002,3R,5625178,5625254
bgm,FBgn0027348,2L,14013004,14019328
qjt,FBgn0036730,3L,17479096,17480141
CG7872,FBgn0030658,X,15578205,15579857
CG34342,FBgn0085371,3L,5503528,5510860
CkIIbeta,FBgn0000259,X,11792533,11801587
CG32095,FBgn0052095,3L,11824207,11825732
CG8908,FBgn0034493,2R,20264920,20270994
CG13114,FBgn0032127,2L,9545811,9547424
CG32457,FBgn0052457,3L,22987642,22988262
Teh4,FBgn0035504,3L,4174859,4178270
CG34288,FBgn0085317,3R,22446763,22447263
CG17167,FBgn0039941,X,23068301,23081144
CG42497,FBgn0260223,2R,21690215,21691139
CG42498,FBgn0260224,3R,26057347,26058223
Tim10,FBgn0027360,2R,21690215,21691139
Sgs5,FBgn0003375,3R,17595362,17596112
CR18228,FBgn0037560,3R,8260706,8261898
Gr5a,FBgn0003747,X,5680617,5682488
CG13297,FBgn0035685,3L,6156592,6157377
ver,FBgn0262524,3L,12523987,12525150
GSd312,FBgn0260319,3L,12523987,12525150
CG1673,FBgn0030482,X,13396899,13401224
CG46302,FBgn0284080,2R,854814,855571
lilli,FBgn0041111,2L,2885929,2954406
sha,FBgn0003382,2R,11324314,11336463
CG46303,FBgn0284081,3R,5821972,5822435
CG17683,FBgn0262115,2R,4130974,4133484
cnn,FBgn0013765,2R,13439314,13450475
CG6674,FBgn0036063,3L,9971151,9972054
CG46304,FBgn0284082,2L,18946305,18947082
Mur29B,FBgn0051901,2L,8352187,8355172
wol,FBgn0261020,2L,8301345,8302985
lin-28,FBgn0035626,3L,5654681,5657384
Txl,FBgn0035631,3L,5765846,5767084
CycA,FBgn0000404,3L,11826719,11833578
bug,FBgn0034050,2R,15934825,15935938
boil,FBgn0029730,X,4875670,4877263
DnaJ-1,FBgn0263106,3L,5750029,5752189
thw,FBgn0037487,3R,7224414,7241138
ovm,FBgn0051976,2L,138384,140992
Sse,FBgn0035627,3L,5659700,5662247
trv,FBgn0085391,3R,28026615,28090740
fid,FBgn0259146,3R,25970080,25982736
RpS27A,FBgn0003942,2L,10408352,10410456
aay,FBgn0023129,3L,9423253,9424781
Ip259,FBgn0025366,2L,10408352,10409610
AhcyL1,FBgn0035371,3L,2768466,2772325
AhcyL2,FBgn0015011,3R,16978439,16982158
spab,FBgn0033358,2R,8963164,8968184
firl,FBgn0032405,2L,12063457,12066775
CG6244,FBgn0036531,3L,15808322,15808883
CG13445,FBgn0036532,3L,15809485,15809977
Ahcy,FBgn0014455,X,15450261,15453167
CkIIalpha-i1,FBgn0015025,3L,15816979,15818621
CG32551,FBgn0052551,X,18438868,18439260
Shc,FBgn0015296,3L,9427010,9428671
Klp31E,FBgn0032243,2L,10414017,10418991
bma,FBgn0085385,3L,9908120,9967298
smal,FBgn0085409,2L,6179133,6211114
euc,FBgn0038665,3R,18978273,18978809
prim,FBgn0034103,2R,16280015,16280470
CG4078,FBgn0029798,X,5747747,5752077
jef,FBgn0033958,2R,14739359,14745335
dtn,FBgn0262730,X,6225647,6236218
jtb,FBgn0034126,2R,16432244,16433183
gas,FBgn0034736,2R,22550094,22552113
CG9302,FBgn0032514,2L,13376455,13378538
CG11598,FBgn0038067,3R,12634917,12636283
Tmc,FBgn0267796,3L,9597764,9614001
TwdlR,FBgn0051081,3R,26634885,26635998
CG45078,FBgn0266448,3R,10773339,10777374
Nnp-1,FBgn0022069,2L,13363308,13366189
CG42697,FBgn0261587,2R,18611645,18612730
Mtr4,FBgn0001986,2L,15752263,15755900
CG9377,FBgn0032507,2L,13359901,13361565
tal,FBgn0087003,2L,13359901,13361565
GSd316,FBgn0260256,2L,13359901,13361565
GSd216,FBgn0260314,2L,13359901,13361565
GSd410,FBgn0260315,2L,13359901,13361565
Zcchc7,FBgn0036668,3L,16845386,16852350
GSd234,FBgn0260366,3L,16845386,16852350
mldr,FBgn0029858,X,6291303,6294177
Rcd-1r,FBgn0032089,2L,9012885,9014068
rswl,FBgn0034351,2R,18451284,18452736
nst,FBgn0036298,3L,12527215,12530171
CG10254,FBgn0027512,3R,23689007,23694983
MED14,FBgn0035145,3L,593246,599239
CG10395,FBgn0033019,2R,5350477,5351972
wg,FBgn0284084,2L,7307159,7316265
Pfdn2,FBgn0010741,3L,11073292,11074388
GSd225,FBgn0260317,3L,11073292,11074388
U5-40k,FBgn0260661,3L,11073292,11074388
U5-116k,FBgn0260662,3L,11073292,11074388
Pfdn1,FBgn0031776,2L,6069079,6069838
Pfdn4,FBgn0035603,3L,5367341,5368008
Pfdn5,FBgn0038976,3R,22487039,22488110
CG10417,FBgn0033021,2R,5360331,5363104
GSd452,FBgn0260335,2R,5360331,5363104
Pfdn6,FBgn0036918,3L,19923671,19924688
CG6340,FBgn0030648,X,15482374,15486612
pzg,FBgn0259785,3L,21286099,21290310
CG13893,FBgn0035146,3L,599094,604008
Eig71Ed,FBgn0004591,3L,15652537,15653096
Eig71Ei,FBgn0014849,3L,15659707,15660351
GSd230,FBgn0260377,3L,15659707,15660351
GSd212,FBgn0260266,3L,15659707,15660351
dany,FBgn0050401,2R,21985626,21986938
CG11977,FBgn0037650,3R,8997697,8998678
CR33317,FBgn0053317,2L,20901134,20901524
ssar,FBgn0260242,2L,20901134,20901524
GSd495,FBgn0260249,2L,20901134,20901524
GSd489,FBgn0260351,2L,20901134,20901524
GSd217,FBgn0260269,2L,20901134,20901524
GSd231,FBgn0260360,2L,20901134,20901524
GSd404,FBgn0260320,2L,20901134,20901524
GSd472,FBgn0260362,2L,20901134,20901524
GSd428,FBgn0260352,2L,20901134,20901524
GSd219,FBgn0260250,2L,20901134,20901524
GSd211,FBgn0260276,2L,20901134,20901524
GSd440,FBgn0260265,2L,20901134,20901524
GSd471,FBgn0260257,2L,20901134,20901524
GSd098,FBgn0260278,2L,20901134,20901524
GSd453,FBgn0260245,2L,20901134,20901524
GSd334,FBgn0260253,2L,20901134,20901524
GSd496,FBgn0260279,2L,20901134,20901524
GSd499,FBgn0260275,2L,20901134,20901524
GSd435,FBgn0260280,2L,20901134,20901524
GSd478,FBgn0260282,2L,20901134,20901524
GSd322,FBgn0260283,2L,20901134,20901524
GSd207,FBgn0260301,2L,20901134,20901524
GSd324,FBgn0260244,2L,20901134,20901524
GSd210,FBgn0260246,2L,20901134,20901524
GSd209,FBgn0260247,2L,20901134,20901524
GSd430,FBgn0260248,2L,20901134,20901524
GSd325,FBgn0260251,2L,20901134,20901524
GSd332,FBgn0260252,2L,20901134,20901524
GSd227,FBgn0260254,2L,20901134,20901524
GSd226,FBgn0260255,2L,20901134,20901524
GSd321,FBgn0260258,2L,20901134,20901524
GSd329,FBgn0260259,2L,20901134,20901524
GSd455,FBgn0260281,2L,20901134,20901524
GSd331,FBgn0260260,2L,20901134,20901524
GSd239,FBgn0260261,2L,20901134,20901524
GSd449,FBgn0260262,2L,20901134,20901524
GSd491,FBgn0260263,2L,20901134,20901524
GSd222,FBgn0260264,2L,20901134,20901524
GSd318,FBgn0260267,2L,20901134,20901524
GSd450,FBgn0260268,2L,20901134,20901524
GSd454,FBgn0260270,2L,20901134,20901524
GSd466,FBgn0260271,2L,20901134,20901524
GSd498,FBgn0260299,2L,20901134,20901524
GSd088,FBgn0260300,2L,20901134,20901524
GSd422,FBgn0260272,2L,20901134,20901524
GSd415,FBgn0260277,2L,20901134,20901524
GSd213,FBgn0260273,2L,20901134,20901524
GSd486,FBgn0260274,2L,20901134,20901524
GSd425,FBgn0260284,2L,20901134,20901524
GSd205,FBgn0260369,2L,20901134,20901524
GSd233,FBgn0260308,2L,20901134,20901524
GSd066,FBgn0260286,2L,20901134,20901524
GSd451,FBgn0260287,2L,20901134,20901524
GSd492,FBgn0260288,2L,20901134,20901524
GSd017,FBgn0260289,2L,20901134,20901524
GSd442,FBgn0260290,2L,20901134,20901524
GSd408,FBgn0260291,2L,20901134,20901524
GSd436,FBgn0260292,2L,20901134,20901524
GSd402,FBgn0260293,2L,20901134,20901524
GSd079,FBgn0260294,2L,20901134,20901524
GSd417,FBgn0260295,2L,20901134,20901524
GSd421,FBgn0260296,2L,20901134,20901524
GSd232,FBgn0260297,2L,20901134,20901524
GSd206,FBgn0260321,2L,20901134,20901524
GSd416,FBgn0260298,2L,20901134,20901524
GSd330,FBgn0260302,2L,20901134,20901524
GSd483,FBgn0260303,2L,20901134,20901524
GSd460,FBgn0260304,2L,20901134,20901524
GSd315,FBgn0260305,2L,20901134,20901524
GSd214,FBgn0260306,2L,20901134,20901524
GSd328,FBgn0260307,2L,20901134,20901524
GSd411,FBgn0260309,2L,20901134,20901524
GSd459,FBgn0260310,2L,20901134,20901524
GSd113,FBgn0260331,2L,20901134,20901524
GSd204,FBgn0260332,2L,20901134,20901524
GSd220,FBgn0260329,2L,20901134,20901524
GSd482,FBgn0260330,2L,20901134,20901524
GSd423,FBgn0260333,2L,20901134,20901524
GSd414,FBgn0260334,2L,20901134,20901524
GSd434,FBgn0260339,2L,20901134,20901524
GSd424,FBgn0260340,2L,20901134,20901524
GSd427,FBgn0260341,2L,20901134,20901524
GSd033,FBgn0260342,2L,20901134,20901524
GSd477,FBgn0260311,2L,20901134,20901524
GSd306,FBgn0260312,2L,20901134,20901524
GSd445,FBgn0260313,2L,20901134,20901524
GSd479,FBgn0260316,2L,20901134,20901524
GSd317,FBgn0260318,2L,20901134,20901524
GSd441,FBgn0260344,2L,20901134,20901524
GSd457,FBgn0260322,2L,20901134,20901524
GSd488,FBgn0260323,2L,20901134,20901524
GSd327,FBgn0260324,2L,20901134,20901524
GSd303,FBgn0260325,2L,20901134,20901524
GSd243,FBgn0260326,2L,20901134,20901524
GSd031,FBgn0260327,2L,20901134,20901524
GSd056,FBgn0260328,2L,20901134,20901524
GSd433,FBgn0260336,2L,20901134,20901524
GSd057,FBgn0260337,2L,20901134,20901524
GSd429,FBgn0260338,2L,20901134,20901524
GSd247,FBgn0260343,2L,20901134,20901524
GSd426,FBgn0260367,2L,20901134,20901524
GSd405,FBgn0260345,2L,20901134,20901524
GSd497,FBgn0260346,2L,20901134,20901524
GSd456,FBgn0260347,2L,20901134,20901524
GSd484,FBgn0260348,2L,20901134,20901524
GSd314,FBgn0260349,2L,20901134,20901524
GSd302,FBgn0260350,2L,20901134,20901524
GSd112,FBgn0260353,2L,20901134,20901524
GSd201,FBgn0260354,2L,20901134,20901524
GSd229,FBgn0260355,2L,20901134,20901524
GSd468,FBgn0260376,2L,20901134,20901524
GSd236,FBgn0260356,2L,20901134,20901524
GSd420,FBgn0260357,2L,20901134,20901524
GSd238,FBgn0260358,2L,20901134,20901524
GSd458,FBgn0260359,2L,20901134,20901524
